Number of Reviews,Channel,Brand,Source Name,Item ID,Product_ID,Catalog,Stage of Development,Data Cycle,Source Product Identifier,Brand Raw,Entity Type,Link,Title,Description,About,Product Category,Source Ingredient,Relevancy,Relevancy 1,Final Relevancy,Solution Type,Geography,Rating,Configuration Name,Name,ASIN,rand_id
0,Amazon USA,Religious Meals,Amazon USA,Amazon USA_20190523_122013,Product_20190523_76947,Product,Product,2019 Q1,B073K1FTQ4,Religious Meals,,https://www.amazon.com/dp/B073K1FTQ4,Religious Meals Sweet & Sour Chicken With Rice 12 Oz. Pack Of 3.,"Product of Israel. Pack of 3. Sweet & Sour Chicken With Rice. Instruction For Boiling Water: Place unopened tray into large saucepan half way full of boiling water and cover it. Continue boiling for 10 minutes. Remove from water with tongs. Remove tray cover and Bon Appetit. Manufactured in a facility that processes, Eggs, Fish, Gluten, Milk, Peanuts, Shelfish, Soy, Sulphites, Tree Nuts (Almonds), And Wheat. Ingredients: Water. Enriched Rice (Rice, Iron Phosphate, Niacin, Thiamin Mononitrate, Folic Acid), Cooked Chicken (Chicken Breast, Water, Modified Food Starch, Soy Protein Concentrate, Salt, Sodium Phosphate), Pineapple In Juice (Pineapple, Pineapple Juice, Clarified Pineapple Juice From Concentrate (Water, Clarified Pineapple Juice Concentrate), Citric Acid), Red Bell Peppers, Pineapple Juice Concentrate.","About the product Product of Israel. Pack of 3. Sweet & Sour Chicken With Rice. Instruction For Boiling Water: Place unopened tray into large saucepan half way full of boiling water and cover it. Continue boiling for 10 minutes. Remove from water with tongs. Remove tray cover and Bon Appetit. Manufactured in a facility that processes, Eggs, Fish, Gluten, Milk, Peanuts, Shelfish, Soy, Sulphites, Tree Nuts (Almonds), And Wheat. Ingredients: Water. Enriched Rice (Rice, Iron Phosphate, Niacin, Thiamin Mononitrate, Folic Acid), Cooked Chicken (Chicken Breast, Water, Modified Food Starch, Soy Protein Concentrate, Salt, Sodium Phosphate), Pineapple In Juice (Pineapple, Pineapple Juice, Clarified Pineapple Juice From Concentrate (Water, Clarified Pineapple Juice Concentrate), Citric Acid), Red Bell Peppers, Pineapple Juice Concentrate. More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Pasta & Noodle Dishes",,Yes,,Yes,General Rice,USA,,Amazon Products,,B073K1FTQ4,0.290263539
3,Amazon USA,Louisiana Fish Fry,Amazon USA,Amazon USA_20190523_128967,Product_20190523_83901,Product,Product,2019 Q1,B015BGQRBS,Louisiana Fish Fry Products,Company,https://www.amazon.com/dp/B015BGQRBS,Louisiana Cajun Rice Meals Bundle - 1 each of Louisiana Fish Fry Company Gumbo Base and Etouffee Base and Tony Chachere's Jambalaya Mix,"Enjoy three flavorful classic Louisiana dishes with this bundle, perfect for gifts or Cajun enthusiasts. Includes Tony Chachere's Jambalaya Mix, Louisiana Fish Fry Gumbo Base and Louisiana Fish Fry Etouffee Base.",,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes",,Yes,,Yes,General Rice,USA,4,Amazon Products,,B015BGQRBS,0.900252992
0,Amazon USA,Westbrae Natural,Amazon USA,Amazon USA_20190523_124307,Product_20190523_79241,Product,Product,2019 Q1,B00XMZMZ80,Westbrae Natural,Company,https://www.amazon.com/dp/B00XMZMZ80,Westbrae Organic Pinto Beans-25 oz,Organic Pinto Beans,About the product Westbrae Organic Pinto Beans-25 oz More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes",,Yes,,Yes,Pinto Beans,USA,,Amazon Products,,B00XMZMZ80,0.725162364
0,Amazon USA,Generic,Amazon USA,Amazon USA_20190523_123941,Product_20190523_78875,Product,Product,2019 Q1,B07N94VZW4,Generic,Company,https://www.amazon.com/dp/B07N94VZW4,Steel Cut Instant Oatmeal With Flax Seeds (Pack of 4),Better Oats Steel Cut Oats with Flax Classic 10 Pouches,,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,,Amazon Products,,B07N94VZW4,0.062504292
0,Amazon USA,Angelina's Gourmet,Amazon USA,Amazon USA_20190523_123473,Product_20190523_78407,Product,Product,2019 Q1,B01HOOUSQU,Angelina's Gourmet,,https://www.amazon.com/dp/B01HOOUSQU,"Organic Soft Wheat Berries by D'Allesandro, 26 Oz","Organic Soft White Wheat Berries are raw, husked whole-wheat kernels. They cook faster than hard varieties, and when cooked have a firm, chewy texture and nutty flavor.","About the product Organic Soft White Wheat Berries are raw, husked, spring whole-wheat kernels surrounded by the bran of the wheat Use instead of rice as a dinner grain or add to salads, stuffings and casseroles Add to long-simmering soups and stews, as they keep their shape and texture even when cooked for a long time Can be cooked with dried fruit and milk for a nutritious breakfast USDA Certified Organic, KOF-K Kosher Certified, Non-GMO More",Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › Wheat Berries,,Yes,,Yes,Wheat Grains,USA,,Amazon Products,,B01HOOUSQU,0.84523781
11,Amazon USA,Shirakiku,Amazon USA,Amazon USA_20190523_120202,Product_20190523_75136,Product,Product,2019 Q1,B007JCDGDK,Shirakiku,Company,https://www.amazon.com/dp/B007JCDGDK,"Shirakiku Cooked Rice, 7.05 Oz (200 G) Units (Pack of 20)",Cooked Rice Instant Rice,About the product Cooked rice More,,,Yes,,Yes,General Rice,USA,5,Amazon Products,,B007JCDGDK,0.677382483
3,Amazon USA,Mahatma,Amazon USA,Amazon USA_20190523_156048,Product_20190523_110982,Product,,2019 Q1,B01B02MZ18,Mahatma,Company,https://www.amazon.com/dp/B01B02MZ18,"Mahatma, Dried Jasmine Rice, 32oz Bag (Pack of 4) by Mahatma",Mahatma;Dried;Jasmine Rice;32oz Bag;Pack of 4,"About the product Mahatma, Dried Jasmine Rice, 32oz Bag (Pack of 4) 32oz Bag More",Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › Jasmine,,Yes,,Yes,Jasmine/Thai Rice,USA,4.4,Amazon by ASIN,,B01B02MZ18,0.294479327
2,Amazon USA,Mahatma,Amazon USA,Amazon USA_20190523_126031,Product_20190523_80965,Product,Product,2019 Q1,B01N4Q1YO3,Mahatma,Company,https://www.amazon.com/dp/B01N4Q1YO3,Mahatma Yellow Rice 5.0 OZ(Pack of 3),Mahatma Yellow Rice 5.0 OZ,About the product Mahatma Yellow Rice 5.0 OZ More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,General Rice,USA,5,Amazon Products,,B01N4Q1YO3,0.093669298
29,Amazon USA,Ideal Oats,Amazon USA,Amazon USA_20190523_128328,Product_20190523_83262,Product,Product,2019 Q1,B076K57LD9,Ideal Oats,,https://www.amazon.com/dp/B076K57LD9,"Ideal Oats Gluten Free Protein Oatmeal To-Go, Apple Cinnamon Strudel (6 Pack) - 20g Protein, No Added Sugar","Oatmeal can and should be a food that tastes like a treat and helps to move you towards your daily nutrition goals, not pull you away from them. That's why Ideal Oats provides 20 grams of high quality protein, uses no added sugars or artificial ingredients, yet tastes delicious and satisfying when simply mixed with water. Ideal Oats are meant to be taken anywhere for a tasty and nutritious meal or snack while you are on the go. Watch out - the flavored oats that you have become accustomed to usually contain added sugars which adds unwanted calories. Instead of adding sugar, we sweeten with sources like stevia, monk fruit, and erythritol. Each serving of Ideal Oats contains 6g or less in total natural sugars. Each serving provides 20 grams of protein. Ideal Oats uses Milk Protein Isolate as it's primary source of protein, not Concentrate. Isolate protein undergoes a gentle in step to remove as much lactose and fat as possible. Ideal Oats uses Old Fashioned rolled oats, and does not use quick oats or instant oats, yet you'll notice that our oats soften very quickly with just the addition of hot water. It is because not all oats are created equally. Different oats have unique taste and texture qualities, and each have their own unique journey from farm to package. We tested every oat under the sun to find you one that tastes the best, hydrates as quickly as possible, and does not include anything unnecessary in its production process.","About the product 20g of protein per serving; made with protein isolate, not concentrate. Made with gluten free, old fashioned rolled oats, unlike instant or quick oatmeal. No added sugars, no artificial sweeteners. Includes 6 disposable containers; a hot and wholesome meal ready in just a few minutes. Just add hot water. We call this a strudel because you can taste the layers of pastry dough, the gooey apple cinnamon filling, the sugary icing, and chopped pecans round it off More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,3.4,Amazon Products,,B076K57LD9,0.762907591
951,Amazon USA,Kusha,Amazon USA,Amazon USA_20190523_155994,Product_20190523_110928,Product,,2019 Q1,B00I330QEQ,Kusha,,https://www.amazon.com/dp/B00I330QEQ,"Royal Basmati Rice, 15-Pound Bag","Size: 15 Pounds Product Description Royal makes it easy to buy Basmati rice that’s truly authentic, from the foothills of the Himalayan Mountains. A harmony of climate, fertile soil and pure spring water produce this extraordinary, delicate-tasting grain. Our rice is carefully harvested by India’s most expert farmers and is aged at least 12 months in temperature-controlled silos for the perfect non-sticky texture and fullest flavor. Enjoy whenever you want with simple, easy-to-follow directions on how to cook basmati rice on the stove top, in your microwave or oven, or in electric rice cooker. This fluffy, delicious grain is sure to enhance any basmati rice recipe. At Royal, we are committed to bringing you the highest quality authentic basmati rice and other grains from all around the world - without compromise or exception. We source our products from the regions that are renowned for producing the finest crops, ensuring a consistent product quality. We work closely with the local growers, a vital part of our supply chain, in supporting this important and mutually beneficial relationship. From our expertise in Indian Basmati rice, to our flavored, ready-to-heat rice inspired by world cuisines, with Royal you’ll get a consistent premium product that has been grown, harvested, stored and cared for with the highest level of integrity and expertise. From the Manufacturer Naturally gluten free and vegan","About the product Premium and authentic Basmati rice from the foothills of the Himalayan Mountains, 15lb bag Long and fluffy grain, naturally aromatic and aged over 12 months for the perfect non-sticky texture and a delicate, sweet flavor. The best basmati rice for curries, pilafs, stir-fries, or as a side on it’s own, is ready in about 15 – 20 minutes Sourced, grown, harvested, and cared for with the highest level of integrity and expertise from local growers in regions that are renowned for producing the finest crops, ensuring a consistent product quality Royal Basmati rice nutrition overview: vegan, non-GMO, naturally gluten-free, kosher, Halal, non-fat More",Grocery & Gourmet Food Pantry Staples Dried Grains & Rice Basmati,,Yes,,Yes,Basmati Rice,USA,4.2,Amazon by ASIN,,B00I330QEQ,0.338926076
0,Amazon USA,Lundberg Family Farms,Amazon USA,Amazon USA_20190523_126122,Product_20190523_81056,Product,Product,2019 Q1,B07M8CR5JS,Lundberg,Company,https://www.amazon.com/dp/B07M8CR5JS,Lundberg (NOT A CASE) Organic Risotto Porcini Mushroom,"THIS IS NOT A CASE. PLEASE READ TITLE + DESCRIPTION + IMAGE OUNCES BEFORE PURCHASE. ONLY 1 ITEM. 5.9 oz. Description Enjoy the exotic, earthy, nutty flavor of wild porcini mushrooms in this elegant Italian-style risotto. We created this delicious gourmet side dish by blending quality organic ingredients like mushrooms, garlic, and onion with our creamy Arborio rice. You(TM)ll love how the individual kernels plump, creating a rich, creamy sauce while the rice grains remain separate and al dente. Cubic: 0.031. CERTIFIED NON GMO|GLUTEN FREE|NON GMO",# THIS IS NOT A CASE. PLEASE read Description & Title properly before purchase # -- ONLY 1 ITEM -- CUBIC: 0.031 LENGTH: 2.05. WIDTH: 3.8. HEIGHT: 6.9. WEIGHT: 0.46,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Risotto",,Yes,,Yes,General Rice,USA,,Amazon Products,,B07M8CR5JS,0.548626265
13,Amazon USA,Veetee Dine In,Amazon USA,Amazon USA_20190523_124367,Product_20190523_79301,Product,Product,2019 Q1,B00CM36GEW,Veetee Dine In,,https://www.amazon.com/dp/B00CM36GEW,Veetee Dine In Rice - Microwavable Basmati and Wild Rice - 9.9 oz - Pack of 6,Veetee Dine In Basmati & Wild Rice combines the aromatic flavors of basmati rice with the nutty texture of wild rice. Wild rice is just as delicious when eaten hot as when eaten cold. Cooking wild rice from scratch can take over half an hour to cook: Veetee's Basmati & Wild Rice means you can enjoy our delicious blend of basmati and wild rice in just 2 minutes. Our Basmati & Wild Rice is milled and packed in the UK and gently steamed to lock in all the goodness - simply place the tray into your microwave for delicious rice ready in moments.,"About the product Gently steamed basmati and black wild rice that is sealed to preserve freshness. Convenient, microwavable tray is ready to serve in 2 minutes. Veetee Rice is gluten free with no artificial colors, flavors or preservatives. Versatile microwavable rice perfect for a side dish or recipe. Keep on hand in a dorm room, the office, or for a quick, delicious meal. More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Pilaf","Natural Steamed Rice (Water, Basmati Rice, Wild Rice) (98%) Vegetable Oil Salt Acidity Regulator: Glucono Delta Lactone 1 tray VeeTee Basmati and Wild Rice 1 cup baby onions or shallots (halved) 1 1/2 cups carrots (chopped) / 1 1/2 cup mushrooms (sliced) 2 sirloin steaks (sliced) 3/4 cup red wine 1 teaspoon thyme leaves / 1 small handful fresh parsley (chopped) 3 tablespoons sour cream salt and pepper to taste 1 tray VeeTee Basmati and Wild Rice 2 tablespoons olive oil 2 shallots (sliced) 1/2 yellow pepper (sliced) 1 garlic clove (crushed) 2 cups wild mushrooms (cooked and drained) 1/4 bunch fresh parsley (chopped) pinch of dried tarragon / salt and pepper to taste",Yes,,Yes,Basmati Rice;Wild Rice,USA,4,Amazon Products,,B00CM36GEW,0.551538618
1,Amazon USA,Lundberg Family Farms,Amazon USA,Amazon USA_20190523_156131,Product_20190523_111065,Product,,2019 Q1,B00FTBB1FI,Lundberg,Company,https://www.amazon.com/dp/B00FTBB1FI,"Lundberg Family Farms Mix Rice Black Bean Wholegrain Organic, 6 oz","Lundberg Mix Rice Bulk Bean Wg organic. Growing delicious, healthful, gourmet rice and rice blends is our specialty. This product is manufactured in United States. Freezing and Chilling Temperature of the product is Ambient: Room Temperature.","About the product Growing delicious, healthful, gourmet rice and rice blends is our specialty More","Grocery & Gourmet Food Pantry Staples Canned, Jarred & Packaged Foods Packaged Meals & Side Dishes Rice Dishes",,Yes,,Yes,Black (Turtle) Beans,USA,5,Amazon by ASIN,,B00FTBB1FI,0.397905026
8,Amazon USA,Zatarain's,Amazon USA,Amazon USA_20190523_121564,Product_20190523_76498,Product,Product,2019 Q1,B00EHKNFM4,Zatarain's,Company,https://www.amazon.com/Zatarains-Orleans-Style-Jambalaya-Dinner/dp/B00EHKNFM4/ref=lp_6499441011_1_5_s_it/138-7387393-6798468?s=grocery&ie=UTF8&qid=1557667356&sr=1-5,"Zatarain's, New Orleans Style, Jambalaya Pasta Dinner...","Zatarain's, New Orleans Style, Jambalaya Pasta Dinner Mix, 6.7oz Box (Pack of 8)",About the product A new orleans tradition since 1889 Add meat to make a complete meal More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Jambalaya",,Nope;Yes,,Yes,General Rice,USA,5,Amazon Products,,B00EHKNFM4,0.805630985
88,Amazon USA,Silver Palate,Amazon USA,Amazon USA_20190523_126610,Product_20190523_81544,Product,Product,2019 Q1,B00238ZZDO,Silver Palate,,https://www.amazon.com/dp/B00238ZZDO,"The Silver Palate Oatmeal, Thick & Rough, 14-Ounce Box (Pack of 4)","The Silver Palate Oatmeal, Thick & Rough is 100% Whole grain milled oats. We mill these whole grain oats extra thick for richer flavor and rougher texture than regulate oatmeal. They are richer, darker and fuller than the most popular of old fashioned oatmeal’s. The nut-like flavor of these memorable whole grain oats is a delight to eat. These rougher, thicker rolled oats cook up into a texture that provides sheer breakfast pleasure for those who can appreciate an oatmeal classic. Silver Palate Thick & Rough oats are brim full of complex carbohydrates with all natural goodness.","About the product Pack of four, 14-ounce boxes (total of 56-ounces) Contains 100% Whole grain milled oats Full of complex carbohydrates with all natural goodness More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,4.5,Amazon Products,,B00238ZZDO,0.151871511
